"","x"
"AT1G07090",1.62524345838503e-08
"AT1G07110",5.54079177693906e-10
"AT1G07120",0.00321115333514927
"AT1G07130",1.10131709975942e-05
"AT1G07135",0.000149508392644306
"AT1G07140",0.000321747036405198
"AT1G07150",2.69135413862483e-07
"AT1G07160",0.0344076365049599
"AT1G07170",0.00597662619107004
"AT1G07175",0.0526707900671081
"AT1G07180",2.35581197739105e-06
"AT1G07190",0.422725630387944
"AT1G07200",0.000151996528073014
"AT1G07210",0.154880851584255
"AT1G07220",0.237531747855203
"AT1G07230",0.00179503533480567
"AT1G07240",7.68044277134817e-07
"AT1G07250",2.90475782770812e-06
"AT1G07260",0.00241296984679071
"AT1G07270",1.1388373233329e-06
"AT1G07280",1.06084478602309e-09
"AT1G07290",0.094780855659812
"AT1G07300",0.0477444278177017
"AT1G07310",8.06075325586368e-06
"AT1G07320",0.00405870225818936
"AT1G07330",0.348700084338468
"AT1G07340",1.16303321740763e-08
"AT1G07350",5.48648860981473e-05
"AT1G07360",1.92421530682972e-05
"AT1G07370",1.25939373900383e-06
"AT1G07380",0.00177231345440032
"AT1G07390",0.00612700740759869
"AT1G07400",1.44748695638523
"AT1G07410",0.121438503506904
"AT1G07420",0.00997811042158175
"AT1G07430",8.92849765908759e-05
"AT1G07440",0.0524732009307333
"AT1G07450",0.0334788581161188
"AT1G07460",0.422934275912359
"AT1G07470",0.0299952903962202
"AT1G07473",7.05868988357019e-07
"AT1G07476",0.0120934893656013
"AT1G07480",0.0054549958516022
"AT1G07490",0.0318237676164818
"AT1G07485",0.0016336924495172
"AT1G07500",0.193560293969508
"AT1G07510",0.000175869555491982
"AT1G07520",1.41034931182518e-05
"AT1G07530",0.028041999438441
"AT1G07540",0.267107436259037
"AT1G07550",0.0105976976652251
"AT1G07560",0.00168992741569515
"AT1G07570",0.000122175369016241
"AT1G07590",0.0835653974600741
"AT1G07600",0.247108262283751
"AT1G07610",0.408849459261599
"AT1G07615",0.000276114129787653
"AT1G07620",8.46327503621336e-06
"AT1G07630",0.000675276423657478
"AT1G07640",2.55490381710412e-07
"AT1G07650",5.43118638950493e-06
"AT1G07645",5.57644911510805e-06
"AT1G07660",0.367807161990873
"AT1G07670",0.14560157279114
"AT1G07680",0.000213730846558623
"AT1G07690",0.00546220464812652
"AT1G07700",0.00443087988174941
"AT1G07705",0.061138644882691
"AT1G07710",0.0364736200166187
"AT1G07720",7.66542698664403e-05
"AT1G07725",7.27141951681028e-06
"AT1G07740",0.0606971480275862
"AT1G07730",0.128970978923373
"AT1G07745",0.000426877062320367
"AT1G07747",0.878592921817158
"AT1G07750",0.00516889075178007
"AT1G07770",0.0667140083873465
"AT1G07790",0.0691418014192539
"AT1G07795",3.252078030251e-05
"AT1G07810",0.0664697185825984
"AT1G07820",0.0698469290473166
"AT1G07830",0.00112734919922188
"AT1G07840",0.000569925821259096
"AT1G07850",0.351091937990573
"AT1G07870",0.153316698582194
"AT1G07860",0.0308244278919568
"AT1G07880",0.0174435167756772
"AT1G07885",0.00275955852782674
"AT1G07890",0.00588750280008798
"AT1G07900",0.00694244917480621
"AT1G07901",1.11484882242317e-05
"AT1G07910",3.02703736077143e-06
"AT1G07920",0.00262782254155651
"AT1G07930",0.0291708821634153
"AT1G07940",0.00079455336540313
"AT1G07950",0.00291847447268725
"AT1G07960",0.0100730384709386
"AT1G07970",0.00155868822321392
"AT1G07980",0.0485121788327287
"AT1G07985",0.6020440033569
"AT1G07990",0.000636092378627149
"AT1G08000",0.00536455339467533
"AT1G08005",0.00138916448950658
"AT1G08010",0
"AT1G08030",0.00640335032539357
"AT1G08035",0.000305426667260513
"AT1G08040",0.0177445000222752
"AT1G08050",9.71411656060951e-05
"AT1G08060",0.00155549528337471
"AT1G08065",0.10273276602411
"AT1G08070",0.00569292102039098
"AT1G08080",4.7659864794505e-10
"AT1G08090",0.500824237196971
"AT1G08100",0.401922301828177
"AT1G08110",0.00381482553795075
"AT1G08120",0.00941774721940854
"AT1G08125",0.0254815551333549
"AT1G08130",7.41362865662153e-08
"AT1G08135",0.0591173434860293
"AT1G08140",0.0547810325578188
"AT1G08150",0.0185874035644859
"AT1G08160",0.0302965219369226
"AT1G08165",9.57666182768456e-10
"AT1G08170",3.22667100794896e-05
"AT1G08180",5.78832446823263e-06
"AT1G08190",1.35176704550893e-08
"AT1G08200",0.000300638853932184
"AT1G08210",1.90343381587027e-06
"AT1G08220",0.000622657400940062
"AT1G08230",4.98975218849328e-06
"AT1G08250",8.06928527397537e-09
"AT1G08260",9.60177406560846e-06
"AT1G08270",0.00193514904924173
"AT1G08280",0.000518134091498266
"AT1G08290",0.00302971846451533
"AT1G08300",1.70794762220973e-05
"AT1G08310",0.00298857956897117
"AT1G08315",8.94736288970766e-07
"AT1G08320",0
"AT1G08340",3.53908594421752e-05
"AT1G08350",0.0073166096500843
"AT1G08360",0.00537766580547924
"AT1G08370",0.000124539437633304
"AT1G08380",0.1428699672943
"AT1G08390",0.000135624579557387
"AT1G08400",0.0995506219689421
"AT1G08410",0.00375250525957051
"AT1G08420",8.1471629178253e-07
"AT1G08430",0.00231201844530352
"AT1G08440",0.298179925639605
"AT1G08450",8.31118683544158e-07
"AT1G08460",1.08193523835516e-05
"AT1G08465",0.0443889385186819
"AT1G08470",5.03836846001857e-05
"AT1G08480",0.00298800846938919
"AT1G08490",8.31858239906425e-08
"AT1G08500",0.00725822498445949
"AT1G08510",0.00737808134905521
"AT1G08520",2.06102650979634e-06
"AT1G08530",7.35762063045141e-06
"AT1G08540",0.000315367580925319
"AT1G08550",7.45193766169764e-05
"AT1G08560",2.33124775393148e-05
"AT1G08570",9.78597769577241e-07
"AT1G08580",0.0216560091492896
"AT1G08590",0.00121232110950284
"AT1G08600",0.00307034480296174
"AT1G08610",0.0197068378824514
"AT1G08620",0.0115147079689443
"AT1G08630",0.00790086116631506
"AT1G08640",7.10368234847174e-05
"AT1G08650",2.34266087526031e-09
"AT1G08660",0.0807618024354546
"AT1G08670",0.0205799637866118
"AT1G08680",0.000129732623236261
"AT1G08695",0.188372052519198
"AT1G08700",8.82688988371432e-05
